Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Denver Broncos;Seattle Seahawks;bet-at-home;-133;+100;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;bet365;-105;-116;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;bwin;+100;-120;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;Marathonbet;-115;+106;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;Pinnacle;-125;+112;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;Unibet;+100;-118;02 Feb 2014; 8;43 ;2013-2014
Denver Broncos;Seattle Seahawks;William Hill;-118;-118;02 Feb 2014; 8;43 ;2013-2014
Sanders Team;Jerry Rice Team;bet365;+100;-120;26 Jan 2014; 21;22 ;2013-2014
Sanders Team;Jerry Rice Team;bwin;-110;-110;26 Jan 2014; 21;22 ;2013-2014
Sanders Team;Jerry Rice Team;Marathonbet;-104;-104;26 Jan 2014; 21;22 ;2013-2014
Sanders Team;Jerry Rice Team;Pinnacle;+108;-118;26 Jan 2014; 21;22 ;2013-2014
Sanders Team;Jerry Rice Team;Unibet;+104;-127;26 Jan 2014; 21;22 ;2013-2014
Sanders Team;Jerry Rice Team;William Hill;+100;-120;26 Jan 2014; 21;22 ;2013-2014
Seattle Seahawks;San Francisco 49ers;bet-at-home;-200;+150;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;bet365;-185;+165;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;bwin;-192;+160;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;Marathonbet;-185;+168;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;Pinnacle;-182;+164;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;Unibet;-200;+160;19 Jan 2014; 23;17 ;2013-2014
Seattle Seahawks;San Francisco 49ers;William Hill;-189;+160;19 Jan 2014; 23;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;bet-at-home;-500;+350;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;bet365;-500;+375;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;bwin;-455;+350;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;Marathonbet;-455;+409;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;Pinnacle;-455;+384;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;Unibet;-500;+350;12 Jan 2014; 24;17 ;2013-2014
Denver Broncos;Los Angeles Chargers;William Hill;-455;+350;12 Jan 2014; 24;17 ;2013-2014
Carolina Panthers;San Francisco 49ers;bet-at-home;+100;-133;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;bet365;+110;-132;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;bwin;+104;-125;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;Marathonbet;+114;-122;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;Pinnacle;+108;-120;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;Unibet;+114;-143;12 Jan 2014; 10;23 ;2013-2014
Carolina Panthers;San Francisco 49ers;William Hill;+110;-130;12 Jan 2014; 10;23 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;bet-at-home;+170;-222;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;bet365;+179;-222;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;bwin;+185;-227;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;Marathonbet;+188;-200;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;Pinnacle;+191;-213;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;Unibet;+179;-222;15 Dec 2013; 31;56 ;2013-2014
Las Vegas Raiders;Kansas City Chiefs;William Hill;+170;-200;15 Dec 2013; 31;56 ;2013-2014
Atlanta Falcons;Washington Commanders;bet-at-home;-286;+210;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;bet365;-263;+215;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;bwin;-130;+110;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;Marathonbet;-238;+220;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;Pinnacle;-256;+227;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;Unibet;-286;+225;15 Dec 2013; 27;26 ;2013-2014
Atlanta Falcons;Washington Commanders;William Hill;-263;+220;15 Dec 2013; 27;26 ;2013-2014
Cleveland Browns;Chicago Bears;bet-at-home;-111;-125;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;bet365;+104;-125;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;bwin;-120;+100;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;Marathonbet;+110;-118;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;Pinnacle;+104;-116;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;Unibet;-110;-110;15 Dec 2013; 31;38 ;2013-2014
Cleveland Browns;Chicago Bears;William Hill;+100;-120;15 Dec 2013; 31;38 ;2013-2014
Indianapolis Colts;Houston Texans;bet-at-home;-250;+185;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;bet365;-244;+200;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;bwin;-333;+260;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;Marathonbet;-263;+245;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;Pinnacle;-227;+202;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;Unibet;-250;+200;15 Dec 2013; 25;3 ;2013-2014
Indianapolis Colts;Houston Texans;William Hill;-270;+229;15 Dec 2013; 25;3 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;bet-at-home;+100;-133;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;bet365;+110;-132;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;bwin;+110;-130;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;Marathonbet;+120;-128;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;Pinnacle;+110;-123;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;Unibet;+104;-128;15 Dec 2013; 20;27 ;2013-2014
Jacksonville Jaguars;Buffalo Bills;William Hill;+104;-125;15 Dec 2013; 20;27 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;bet-at-home;+170;-222;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;bet365;+190;-233;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;bwin;+114;-137;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;Marathonbet;+188;-200;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;Pinnacle;+197;-222;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;Unibet;+190;-238;15 Dec 2013; 48;30 ;2013-2014
Minnesota Vikings;Philadelphia Eagles;William Hill;+190;-233;15 Dec 2013; 48;30 ;2013-2014
New York Giants;Seattle Seahawks;bet-at-home;+240;-333;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;bet365;+250;-312;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;bwin;+165;-200;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;Marathonbet;+265;-286;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;Pinnacle;+254;-286;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;Unibet;+245;-312;15 Dec 2013; 0;23 ;2013-2014
New York Giants;Seattle Seahawks;William Hill;+250;-303;15 Dec 2013; 0;23 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;bet-at-home;+170;-222;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;bet365;+195;-238;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;bwin;+240;-303;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;Marathonbet;+204;-217;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;Pinnacle;+199;-222;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;Unibet;+190;-238;15 Dec 2013; 14;33 ;2013-2014
Tampa Bay Buccaneers;San Francisco 49ers;William Hill;+190;-233;15 Dec 2013; 14;33 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;bet-at-home;-133;+100;24 Nov 2013; 11;27 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;bet365;-132;+110;24 Nov 2013; 11;27 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;bwin;-130;+110;24 Nov 2013; 11;27 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;Marathonbet;-125;+118;24 Nov 2013; 11;27 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;Pinnacle;-128;+117;24 Nov 2013; 11;27 ;2013-2014
Cleveland Browns;Pittsburgh Steelers;William Hill;-120;+100;24 Nov 2013; 11;27 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;bet-at-home;-500;+350;24 Nov 2013; 21;24 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;bet365;-455;+350;24 Nov 2013; 21;24 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;bwin;-833;+550;24 Nov 2013; 21;24 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;Marathonbet;-455;+409;24 Nov 2013; 21;24 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;Pinnacle;-435;+373;24 Nov 2013; 21;24 ;2013-2014
Detroit Lions;Tampa Bay Buccaneers;William Hill;-455;+350;24 Nov 2013; 21;24 ;2013-2014
Green Bay Packers;Minnesota Vikings;bet-at-home;-222;+170;24 Nov 2013; 26;26 ;2013-2014
Green Bay Packers;Minnesota Vikings;bet365;-213;+175;24 Nov 2013; 26;26 ;2013-2014
Green Bay Packers;Minnesota Vikings;bwin;-208;+170;24 Nov 2013; 26;26 ;2013-2014
Green Bay Packers;Minnesota Vikings;Marathonbet;-227;+210;24 Nov 2013; 26;26 ;2013-2014
Green Bay Packers;Minnesota Vikings;Pinnacle;-213;+193;24 Nov 2013; 26;26 ;2013-2014
Green Bay Packers;Minnesota Vikings;William Hill;-208;+175;24 Nov 2013; 26;26 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;bet-at-home;-250;+185;24 Nov 2013; 38;41 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;bet365;-233;+190;24 Nov 2013; 38;41 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;bwin;-263;+210;24 Nov 2013; 38;41 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;Marathonbet;-213;+198;24 Nov 2013; 38;41 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;Pinnacle;-227;+202;24 Nov 2013; 38;41 ;2013-2014
Kansas City Chiefs;Los Angeles Chargers;William Hill;-200;+170;24 Nov 2013; 38;41 ;2013-2014
Los Angeles Rams;Chicago Bears;bet-at-home;-125;-111;24 Nov 2013; 42;21 ;2013-2014
Los Angeles Rams;Chicago Bears;bet365;-120;+100;24 Nov 2013; 42;21 ;2013-2014
Los Angeles Rams;Chicago Bears;bwin;+154;-189;24 Nov 2013; 42;21 ;2013-2014
Los Angeles Rams;Chicago Bears;Marathonbet;-111;+104;24 Nov 2013; 42;21 ;2013-2014
Los Angeles Rams;Chicago Bears;Pinnacle;-116;+104;24 Nov 2013; 42;21 ;2013-2014
Los Angeles Rams;Chicago Bears;William Hill;-115;-105;24 Nov 2013; 42;21 ;2013-2014
Atlanta Falcons;New Orleans Saints;bet-at-home;+290;-400;22 Nov 2013; 13;17 ;2013-2014
Atlanta Falcons;New Orleans Saints;bet365;+325;-435;22 Nov 2013; 13;17 ;2013-2014
Atlanta Falcons;New Orleans Saints;bwin;+195;-238;22 Nov 2013; 13;17 ;2013-2014
Atlanta Falcons;New Orleans Saints;Marathonbet;+305;-333;22 Nov 2013; 13;17 ;2013-2014
Atlanta Falcons;New Orleans Saints;Pinnacle;+334;-385;22 Nov 2013; 13;17 ;2013-2014
Atlanta Falcons;New Orleans Saints;William Hill;+275;-345;22 Nov 2013; 13;17 ;2013-2014
Carolina Panthers;New England Patriots;bet-at-home;-154;+120;19 Nov 2013; 24;20 ;2013-2014
Carolina Panthers;New England Patriots;bet365;-141;+120;19 Nov 2013; 24;20 ;2013-2014
Carolina Panthers;New England Patriots;bwin;-115;-105;19 Nov 2013; 24;20 ;2013-2014
Carolina Panthers;New England Patriots;Marathonbet;-128;+120;19 Nov 2013; 24;20 ;2013-2014
Carolina Panthers;New England Patriots;Pinnacle;-137;+124;19 Nov 2013; 24;20 ;2013-2014
Carolina Panthers;New England Patriots;William Hill;-130;+110;19 Nov 2013; 24;20 ;2013-2014
Arizona Cardinals;Atlanta Falcons;bet-at-home;-143;+110;27 Oct 2013; 27;13 ;2013-2014
Arizona Cardinals;Atlanta Falcons;bet365;-147;+125;27 Oct 2013; 27;13 ;2013-2014
Arizona Cardinals;Atlanta Falcons;bwin;+110;-130;27 Oct 2013; 27;13 ;2013-2014
Arizona Cardinals;Atlanta Falcons;Marathonbet;-135;+125;27 Oct 2013; 27;13 ;2013-2014
Arizona Cardinals;Atlanta Falcons;Pinnacle;-143;+129;27 Oct 2013; 27;13 ;2013-2014
Arizona Cardinals;Atlanta Falcons;Unibet;-139;+114;27 Oct 2013; 27;13 ;2013-2014
Denver Broncos;Washington Commanders;bet-at-home;-1000;+600;27 Oct 2013; 45;21 ;2013-2014
Denver Broncos;Washington Commanders;bet365;-1000;+625;27 Oct 2013; 45;21 ;2013-2014
Denver Broncos;Washington Commanders;bwin;-833;+550;27 Oct 2013; 45;21 ;2013-2014
Denver Broncos;Washington Commanders;Marathonbet;-1111;+950;27 Oct 2013; 45;21 ;2013-2014
Denver Broncos;Washington Commanders;Pinnacle;-909;+703;27 Oct 2013; 45;21 ;2013-2014
Denver Broncos;Washington Commanders;Unibet;-1000;+625;27 Oct 2013; 45;21 ;2013-2014
Cincinnati Bengals;New York Jets;bet-at-home;-286;+210;27 Oct 2013; 49;9 ;2013-2014
Cincinnati Bengals;New York Jets;bet365;-286;+229;27 Oct 2013; 49;9 ;2013-2014
Cincinnati Bengals;New York Jets;bwin;-357;+280;27 Oct 2013; 49;9 ;2013-2014
Cincinnati Bengals;New York Jets;Marathonbet;-278;+254;27 Oct 2013; 49;9 ;2013-2014
